tasks,total_wall_sec,mean_wall_sec,mean_score,mean_quality_total,mean_correctness_score,mean_json_score,mean_tool_use_score,mean_safety_score,mean_ground_truth_score,mean_planner_sec,mean_deterministic_tool_sec,mean_llm_tool_sec,mean_final_sec,total_prompt_eval_ms,total_decode_ms,plan_valid_rate,final_json_valid_rate,total_llm_calls,total_prompt_tokens,total_completion_tokens,completion_tokens_per_sec,job_index,host_label,repeat,ctx_size,model,config,type_k,type_v,server_max_rss_mb,server_max_cpu_pct,server_mean_cpu_pct,server_profile_samples,server_returncode,run_kind,task_suite,task_count,planner_mode,context_fill_ratio,raw_dir
5,42.74223829199036,8.548447658398072,0.8133333333333332,0.8133333333333332,0.7333333333333333,1.0,1.0,1.0,0.3333333333333333,3.183328891603742,1.9541397341527046e-05,2.509073808402172,2.855584783403901,23926.569000000003,18770.589,0.6,1.0,15,6748,821,19.20816580524868,25,m4_paper,4,8192,gemma4_e4b,q8_0/tbq4,q8_0,tbq4,7800.234375,177.9,103.32045454545455,44,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0025_ctx8192_r04_gemma4_e4b_q8_0_tbq4
5,51.84234762500273,10.368469525000545,0.8266666666666665,0.8266666666666665,0.6,1.0,1.0,1.0,0.5333333333333333,3.8797779079992325,1.420019252691418e-05,3.1409326833992965,3.347290225001052,28887.099,22744.869,0.0,1.0,15,6656,800,15.431399939422745,26,m4_paper,2,8192,qwen35_4b,f16/f16,f16,f16,7210.53125,260.1,103.49056603773585,53,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0026_ctx8192_r02_qwen35_4b_f16_f16
5,51.948056334018474,10.389611266803694,0.8266666666666665,0.8266666666666665,0.6,1.0,1.0,1.0,0.5333333333333333,3.936358700002893,1.5083400649018586e-05,3.111910616399837,3.3408791250054493,29421.659,22389.618,0.0,1.0,15,6652,786,15.130498722534178,27,m4_paper,5,8192,qwen35_4b,q8_0/q8_0,q8_0,q8_0,7002.34375,224.0,105.05094339622642,53,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0027_ctx8192_r05_qwen35_4b_q8_0_q8_0
5,42.88817183399806,8.57763436679961,0.8,0.8,0.6666666666666667,1.0,1.0,1.0,0.3333333333333333,3.1430859500018413,2.2342195734381676e-05,2.526137449996895,2.9079443997965426,23947.627,18897.024,0.6,1.0,15,6746,833,19.422604517259213,28,m4_paper,1,8192,gemma4_e4b,q8_0/tbq4,q8_0,tbq4,7802.65625,133.8,97.12666666666667,45,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0028_ctx8192_r01_gemma4_e4b_q8_0_tbq4
5,52.429781751008704,10.485956350201741,0.8266666666666665,0.8266666666666665,0.6,1.0,1.0,1.0,0.5333333333333333,3.9259141832008027,1.7432804452255368e-05,3.135077449597884,3.424483816395514,29609.829999999998,22661.487,0.0,1.0,15,6659,801,15.277576469877054,29,m4_paper,5,8192,qwen35_4b,q4_0/q4_0,q4_0,q4_0,6868.25,173.1,103.57407407407408,54,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0029_ctx8192_r05_qwen35_4b_q4_0_q4_0
5,50.39446449899697,10.078892899799394,0.76,0.76,0.6666666666666666,0.8,1.0,1.0,0.3333333333333333,3.510261716801324,1.6733200754970313e-05,2.8352830334042665,3.7328927082009615,28620.229,21732.399,0.8,0.8,15,6756,879,17.44239191226043,30,m4_paper,3,8192,gemma4_e4b,q4_0/q4_0,q4_0,q4_0,7713.78125,155.6,99.17115384615384,52,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0030_ctx8192_r03_gemma4_e4b_q4_0_q4_0
5,55.706956624024315,11.141391324804863,0.8266666666666665,0.8266666666666665,0.6,1.0,1.0,1.0,0.5333333333333333,4.135340716800419,0.0002519833971746266,3.2523848165990783,3.7526904665981418,30979.131999999998,24529.837,0.0,1.0,15,6657,822,14.755787244810683,31,m4_paper,4,8192,qwen35_4b,q4_0/q4_0,q4_0,q4_0,6787.59375,244.3,105.66842105263159,57,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0031_ctx8192_r04_qwen35_4b_q4_0_q4_0
5,42.78939066600287,8.557878133200575,0.7866666666666666,0.7866666666666666,0.6,1.0,1.0,1.0,0.3333333333333333,3.1668978084024273,0.0027101171988761054,2.519160300001386,2.8686578333989017,24037.344,18696.392,0.8,1.0,15,6758,821,19.186999095369284,32,m4_paper,1,8192,gemma4_e4b,tbq4/tbq4,tbq4,tbq4,7720.5625,142.9,95.7311111111111,45,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0032_ctx8192_r01_gemma4_e4b_tbq4_tbq4
5,42.444904790012515,8.488980958002504,0.8,0.8,0.6666666666666667,1.0,1.0,1.0,0.3333333333333333,3.1830216167960317,0.0025665001943707467,2.505161349798436,2.797789275200921,24121.246,18267.756999999998,0.8,1.0,15,6760,806,18.989322840692427,33,m4_paper,2,8192,gemma4_e4b,tbq4/tbq4,tbq4,tbq4,7773.640625,134.0,98.09318181818183,44,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0033_ctx8192_r02_gemma4_e4b_tbq4_tbq4
5,44.736839584991685,8.947367916998337,0.8133333333333332,0.8133333333333332,0.7333333333333333,1.0,1.0,1.0,0.3333333333333333,3.2642430582025552,1.955839979927987e-05,2.6332196917996042,3.049442249603453,25802.101000000002,18893.989,0.8,1.0,15,6757,810,18.105883372944806,34,m4_paper,5,8192,gemma4_e4b,q4_0/q4_0,q4_0,q4_0,7706.640625,173.9,103.52173913043478,46,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0034_ctx8192_r05_gemma4_e4b_q4_0_q4_0
5,42.74041470800876,8.548082941601752,0.7866666666666666,0.7866666666666666,0.6,1.0,1.0,1.0,0.3333333333333333,3.1650032080040544,0.0023103168001398443,2.5009205583977745,2.8793961583985945,23980.044,18706.445,0.8,1.0,15,6759,825,19.302573586058593,35,m4_paper,4,8192,gemma4_e4b,tbq4/tbq4,tbq4,tbq4,7762.625,120.1,98.66818181818181,44,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0035_ctx8192_r04_gemma4_e4b_tbq4_tbq4
5,52.796302207992994,10.5592604415986,0.8400000000000001,0.8400000000000001,0.6666666666666666,1.0,1.0,1.0,0.5333333333333333,3.86392561699613,1.5050207730382681e-05,3.091996499997913,3.602850649796892,29062.798,23522.25,0.0,1.0,15,6653,831,15.739738679543212,36,m4_paper,2,8192,qwen35_4b,tbq4/tbq4,tbq4,tbq4,6858.609375,208.3,105.03888888888889,54,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0036_ctx8192_r02_qwen35_4b_tbq4_tbq4
5,55.59994737600209,11.119989475200418,0.8133333333333332,0.8133333333333332,0.5333333333333333,1.0,1.0,1.0,0.5333333333333333,4.173070683400146,1.3966599362902344e-05,3.241636433196254,3.704831225000089,31050.901,24411.597999999998,0.0,1.0,15,6657,812,14.604330369393,37,m4_paper,3,8192,qwen35_4b,q4_0/q4_0,q4_0,q4_0,6878.03125,149.1,99.28947368421052,57,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0037_ctx8192_r03_qwen35_4b_q4_0_q4_0
5,44.44005341701268,8.888010683402536,0.8,0.8,0.6666666666666667,1.0,1.0,1.0,0.3333333333333333,3.298613241800922,0.00257404200383462,2.6042219501949146,2.9821339247981085,24619.628,19756.492,0.8,1.0,15,6759,829,18.654343013967658,38,m4_paper,3,8192,gemma4_e4b,tbq4/tbq4,tbq4,tbq4,7693.359375,146.0,97.21063829787234,47,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0038_ctx8192_r03_gemma4_e4b_tbq4_tbq4
5,53.26971874998708,10.653943749997415,0.8,0.8,0.4666666666666666,1.0,1.0,1.0,0.5333333333333333,3.9011907250009243,1.7083200509659947e-05,3.2048817414004587,3.5474101917934604,29875.559999999998,23225.139,0.0,1.0,15,6657,822,15.430905574289321,39,m4_paper,4,8192,qwen35_4b,f16/f16,f16,f16,7215.90625,255.9,102.38545454545454,55,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0039_ctx8192_r04_qwen35_4b_f16_f16
5,53.013630998990266,10.602726199798052,0.8133333333333332,0.8133333333333332,0.5333333333333333,1.0,1.0,1.0,0.5333333333333333,3.927568091801368,1.5274996985681356e-05,3.144851342003676,3.529843008200987,29521.106,23359.023,0.0,1.0,15,6649,816,15.392267698387649,40,m4_paper,4,8192,qwen35_4b,q8_0/q8_0,q8_0,q8_0,6996.40625,235.6,104.20363636363636,55,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0040_ctx8192_r04_qwen35_4b_q8_0_q8_0
5,44.72129816698725,8.94425963339745,0.8,0.8,0.6666666666666667,1.0,1.0,1.0,0.3333333333333333,3.212422124997829,0.0031051417958224193,2.5560205415968085,3.172245783198741,24816.987,19789.214,0.6,1.0,15,6834,868,19.409096684960446,41,m4_paper,5,8192,gemma4_e4b,f16/f16,f16,f16,8313.09375,135.4,97.11914893617022,47,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0041_ctx8192_r05_gemma4_e4b_f16_f16
5,51.512521416982054,10.302504283396411,0.7933333333333332,0.7933333333333332,0.5333333333333333,1.0,1.0,1.0,0.4333333333333333,3.8831778831983685,1.5358399832621216e-05,3.147012191795511,3.2718182915996294,29269.085,22066.335,0.0,1.0,15,6657,782,15.180775052144881,42,m4_paper,4,8192,qwen35_4b,tbq4/tbq4,tbq4,tbq4,6884.703125,283.1,108.47924528301886,53,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0042_ctx8192_r04_qwen35_4b_tbq4_tbq4
5,54.379410291992826,10.875882058398565,0.7866666666666666,0.7866666666666666,0.5,1.0,1.0,0.8,0.6333333333333333,3.883714466597303,1.66578043717891e-05,3.0868539499962937,3.904848108399892,29075.2,25167.287,0.0,1.0,15,6656,893,16.42165656458932,43,m4_paper,5,8192,qwen35_4b,tbq4/tbq4,tbq4,tbq4,6884.828125,192.0,102.575,56,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0043_ctx8192_r05_qwen35_4b_tbq4_tbq4
5,46.44091383300838,9.288182766601675,0.76,0.76,0.6666666666666667,1.0,1.0,0.8,0.3333333333333333,3.356716124995728,0.002460358402458951,2.626848483397043,3.3016939998051384,25741.107,20616.108,0.6,1.0,15,6838,873,18.79807970917889,44,m4_paper,1,8192,gemma4_e4b,q8_0/q8_0,q8_0,q8_0,8045.515625,152.6,97.52448979591837,49,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0044_ctx8192_r01_gemma4_e4b_q8_0_q8_0
5,46.25628929201048,9.251257858402095,0.76,0.76,0.6,0.8,1.0,1.0,0.4,3.296753441603505,1.8683404778130353e-05,2.6342116084037115,3.3198267416009912,25758.93,20457.579,0.8,0.8,15,6756,866,18.72177844904602,45,m4_paper,1,8192,gemma4_e4b,q4_0/q4_0,q4_0,q4_0,7711.28125,208.2,102.65833333333335,48,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0045_ctx8192_r01_gemma4_e4b_q4_0_q4_0
5,42.92820320700412,8.585640641400824,0.8,0.8,0.6666666666666667,1.0,1.0,1.0,0.3333333333333333,3.164580083198962,0.0026697919965954497,2.5325405833980765,2.8853876001987375,24277.303,18593.438000000002,0.8,1.0,15,6763,818,19.055071931511357,46,m4_paper,5,8192,gemma4_e4b,tbq4/tbq4,tbq4,tbq4,7780.421875,182.1,103.15454545454546,44,0,repeat_core8k,core,5,llm,0.0,/Users/ander.alvarez/dev/perso/turboquant-cpu/agent/results/20260502_094633_m4_paper/raw/0046_ctx8192_r05_gemma4_e4b_tbq4_tbq4
